종목코드,종목명,시장,업종,현재가,전일대비,등락률,갱신시각
088790,진도,유가,기타 전문 도매업,2310,0,0.00,2026-09-16 08:41
088800,에이스테크,코스닥,통신 및 방송 장비 제조업,1885,0,0.00,2026-09-16 08:41
088910,동우팜투테이블,코스닥,"도축, 육류 가공 및 저장 처리업",2050,0,0.00,2026-09-16 08:41
088980,맥쿼리인프라,유가,신탁업 및 집합투자업,9780,0,0.00,2026-09-16 08:41
089010,켐트로닉스,코스닥,기타 화학제품 제조업,21850,0,0.00,2026-09-16 08:41
089030,테크윙,코스닥,특수 목적용 기계 제조업,44100,0,0.00,2026-09-16 08:41
089140,넥스턴앤롤코리아,코스닥,특수 목적용 기계 제조업,2050,0,0.00,2026-09-16 08:41
089150,케이씨티,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1728,0,0.00,2026-09-16 08:41
089230,THE E&M,코스닥,기타 정보 서비스업,1799,0,0.00,2026-09-16 08:41
089470,HDC현대EP,유가,기타 화학제품 제조업,3955,0,0.00,2026-09-16 08:41
089590,제주항공,유가,항공 여객 운송업,4700,0,0.00,2026-09-16 08:41
089600,KT나스미디어,코스닥,광고업,12920,0,0.00,2026-09-16 08:41
089790,제이티,코스닥,특수 목적용 기계 제조업,4815,0,0.00,2026-09-16 08:41
089850,유비벨록스,코스닥,소프트웨어 개발 및 공급업,4275,0,0.00,2026-09-16 08:41
089860,롯데렌탈,유가,운송장비 임대업,48400,0,0.00,2026-09-16 08:41
089890,코세스,코스닥,특수 목적용 기계 제조업,25400,0,0.00,2026-09-16 08:41
089970,브이엠,코스닥,특수 목적용 기계 제조업,48900,0,0.00,2026-09-16 08:41
089980,상아프론테크,코스닥,플라스틱제품 제조업,14780,0,0.00,2026-09-16 08:41
090080,평화산업,유가,자동차 신품 부품 제조업,1005,0,0.00,2026-09-16 08:41
090150,아이윈,코스닥,자동차 신품 부품 제조업,6000,0,0.00,2026-09-16 08:41
090350,노루페인트,유가,기타 화학제품 제조업,8000,0,0.00,2026-09-16 08:41
090355,노루페인트우,유가,기타 화학제품 제조업,11990,0,0.00,2026-09-16 08:41
090360,로보스타,코스닥,특수 목적용 기계 제조업,79200,0,0.00,2026-09-16 08:41
090370,메타랩스,유가,봉제의복 제조업,1208,0,0.00,2026-09-16 08:41
090410,덕신이피씨,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",3530,0,0.00,2026-09-16 08:41
090430,아모레퍼시픽,유가,기타 화학제품 제조업,144000,0,0.00,2026-09-16 08:41
090435,아모레퍼시픽우,유가,기타 화학제품 제조업,45800,0,0.00,2026-09-16 08:41
090460,비에이치,유가,전자부품 제조업,19660,0,0.00,2026-09-16 08:41
090470,제이스로보틱스,코스닥,특수 목적용 기계 제조업,4250,0,0.00,2026-09-16 08:41
090710,휴림로봇,코스닥,특수 목적용 기계 제조업,6140,0,0.00,2026-09-16 08:41
090850,현대이지웰,코스닥,소프트웨어 개발 및 공급업,5070,0,0.00,2026-09-16 08:41
091120,이엠텍,코스닥,전자부품 제조업,4940,0,0.00,2026-09-16 08:41
091340,S&K폴리텍,코스닥,전자부품 제조업,2515,0,0.00,2026-09-16 08:41
091440,한울소재과학,코스닥,통신 및 방송 장비 제조업,2685,0,0.00,2026-09-16 08:41
091580,상신이디피,코스닥,일차전지 및 이차전지 제조업,22000,0,0.00,2026-09-16 08:41
091590,남화토건,코스닥,건물 건설업,6470,0,0.00,2026-09-16 08:41
091700,파트론,코스닥,전자부품 제조업,5330,0,0.00,2026-09-16 08:41
091810,트리니티항공,유가,항공 여객 운송업,2715,0,0.00,2026-09-16 08:41
091970,LSK아이로봇,코스닥,플라스틱제품 제조업,3910,0,0.00,2026-09-16 08:41
092040,아미코젠,코스닥,기타 식품 제조업,833,0,0.00,2026-09-16 08:41
092070,디엔에프,코스닥,기타 화학제품 제조업,11360,0,0.00,2026-09-16 08:41
092130,이크레더블,코스닥,기타 정보 서비스업,14330,0,0.00,2026-09-16 08:41
092190,서울바이오시스,코스닥,반도체 제조업,8000,0,0.00,2026-09-16 08:41
092200,디아이씨,유가,자동차 신품 부품 제조업,5450,0,0.00,2026-09-16 08:41
092220,KEC,유가,반도체 제조업,2750,0,0.00,2026-09-16 08:41
092230,KPX홀딩스,유가,기초 화학물질 제조업,98000,0,0.00,2026-09-16 08:41
092300,현우산업,코스닥,전자부품 제조업,2420,0,0.00,2026-09-16 08:41
092440,기신정기,유가,특수 목적용 기계 제조업,1927,0,0.00,2026-09-16 08:41
092460,한라IMS,코스닥,선박 및 보트 건조업,16040,0,0.00,2026-09-16 08:41
092590,럭스피아,코넥스,반도체 제조업,620,0,0.00,2026-09-16 08:41
092600,앤씨앤,코스닥,반도체 제조업,2135,0,0.00,2026-09-16 08:41
092730,네오팜,코스닥,기타 화학제품 제조업,21650,0,0.00,2026-09-16 08:41
092780,DYP,유가,자동차용 엔진 및 자동차 제조업,3080,0,0.00,2026-09-16 08:41
092790,넥스틸,유가,1차 철강 제조업,14020,0,0.00,2026-09-16 08:41
092870,엑시콘,코스닥,특수 목적용 기계 제조업,30500,0,0.00,2026-09-16 08:41
093050,LF,유가,봉제의복 제조업,22300,0,0.00,2026-09-16 08:41
093190,빅솔론,코스닥,컴퓨터 및 주변장치 제조업,8270,0,0.00,2026-09-16 08:41
093240,형지엘리트,유가,봉제의복 제조업,312,0,0.00,2026-09-16 08:41
093320,케이아이엔엑스,코스닥,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",140700,0,0.00,2026-09-16 08:41
093370,후성,유가,기초 화학물질 제조업,14780,0,0.00,2026-09-16 08:41
093380,풍강,코스닥,기타 금속 가공제품 제조업,3100,0,0.00,2026-09-16 08:41
093510,엔지브이아이,코넥스,자동차 신품 부품 제조업,503,0,0.00,2026-09-16 08:41
093520,매커스,코스닥,기계장비 및 관련 물품 도매업,26850,0,0.00,2026-09-16 08:41
093640,케이알엠,코스닥,반도체 제조업,4640,0,0.00,2026-09-16 08:41
093920,서원인텍,코스닥,통신 및 방송 장비 제조업,4855,0,0.00,2026-09-16 08:41
094170,동운아나텍,코스닥,반도체 제조업,27050,0,0.00,2026-09-16 08:41
094280,효성ITX,유가,기타 사업지원 서비스업,12030,0,0.00,2026-09-16 08:41
094360,칩스앤미디어,코스닥,반도체 제조업,10500,0,0.00,2026-09-16 08:41
094480,갤럭시아머니트리,코스닥,소프트웨어 개발 및 공급업,5590,0,0.00,2026-09-16 08:41
094800,맵스리얼티,유가,신탁업 및 집합투자업,7690,0,0.00,2026-09-16 08:41
094820,일진파워,코스닥,전기 및 통신 공사업,12030,0,0.00,2026-09-16 08:41
094840,슈프리마에이치큐,코스닥,통신 및 방송 장비 제조업,12390,0,0.00,2026-09-16 08:41
094850,참좋은여행,코스닥,여행사 및 기타 여행보조 서비스업,4420,0,0.00,2026-09-16 08:41
094860,네오리진,코스닥,소프트웨어 개발 및 공급업,1506,0,0.00,2026-09-16 08:41
094940,푸른로보틱스,코스닥,컴퓨터 및 주변장치 제조업,6090,0,0.00,2026-09-16 08:41
094970,제이엠티,코스닥,전자부품 제조업,2675,0,0.00,2026-09-16 08:41
095190,신화프리텍,코스닥,기타 금속 가공제품 제조업,1823,0,0.00,2026-09-16 08:41
095270,웨이브일렉트로,코스닥,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",4110,0,0.00,2026-09-16 08:41
095340,ISC,코스닥,기계장비 및 관련 물품 도매업,181600,0,0.00,2026-09-16 08:41
095500,미래나노텍,코스닥,플라스틱제품 제조업,6620,0,0.00,2026-09-16 08:41
095570,AJ네트웍스,유가,산업용 기계 및 장비 임대업,4155,0,0.00,2026-09-16 08:41
095610,테스,코스닥,특수 목적용 기계 제조업,129700,0,0.00,2026-09-16 08:41
095660,네오위즈,코스닥,소프트웨어 개발 및 공급업,18260,0,0.00,2026-09-16 08:41
095700,제넥신,코스닥,자연과학 및 공학 연구개발업,2805,0,0.00,2026-09-16 08:41
095720,웅진씽크빅,유가,초등 교육기관,1307,0,0.00,2026-09-16 08:41
095910,에스에너지,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",606,0,0.00,2026-09-16 08:41
096240,크레버스,코스닥,일반 교습 학원,8650,0,0.00,2026-09-16 08:41
096250,와이즈넛,코스닥,소프트웨어 개발 및 공급업,5500,0,0.00,2026-09-16 08:41
096350,대창솔루션,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",1945,0,0.00,2026-09-16 08:41
096530,씨젠,코스닥,의료용품 및 기타 의약 관련제품 제조업,32250,0,0.00,2026-09-16 08:41
096630,에스코넥,코스닥,통신 및 방송 장비 제조업,1804,0,0.00,2026-09-16 08:41
096690,에이루트,코스닥,컴퓨터 및 주변장치 제조업,6650,0,0.00,2026-09-16 08:41
096760,JW홀딩스,유가,기타 금융업,4280,0,0.00,2026-09-16 08:41
096770,SK이노베이션,유가,석유 정제품 제조업,141700,0,0.00,2026-09-16 08:41
096775,SK이노베이션우,유가,석유 정제품 제조업,68100,0,0.00,2026-09-16 08:41
096870,엘디티,코스닥,반도체 제조업,2235,0,0.00,2026-09-16 08:41
097230,HJ중공업,유가,토목 건설업,15170,0,0.00,2026-09-16 08:41
097520,엠씨넥스,유가,영상 및 음향기기 제조업,18720,0,0.00,2026-09-16 08:41
097780,에코볼트,코스닥,자동차 신품 부품 제조업,1482,0,0.00,2026-09-16 08:41
097800,윈팩,코스닥,반도체 제조업,2050,0,0.00,2026-09-16 08:41
097870,효성오앤비,코스닥,"비료, 농약 및 살균, 살충제 제조업",4565,0,0.00,2026-09-16 08:41
097950,CJ제일제당,유가,기타 식품 제조업,178200,0,0.00,2026-09-16 08:41
097955,CJ제일제당 우,유가,기타 식품 제조업,119100,0,0.00,2026-09-16 08:41
098070,한텍,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",24150,0,0.00,2026-09-16 08:41
098120,마이크로컨텍솔,코스닥,전자부품 제조업,51000,0,0.00,2026-09-16 08:41
098460,고영,코스닥,특수 목적용 기계 제조업,27500,0,0.00,2026-09-16 08:41
098660,에스티오,코스닥,봉제의복 제조업,1600,0,0.00,2026-09-16 08:41
099190,아이센스,코스닥,의료용 기기 제조업,16260,0,0.00,2026-09-16 08:41
099220,SDN,코스닥,기계장비 및 관련 물품 도매업,511,0,0.00,2026-09-16 08:41
099320,쎄트렉아이,코스닥,"항공기,우주선 및 부품 제조업",72200,0,0.00,2026-09-16 08:41
099390,브레인즈컴퍼니,코스닥,소프트웨어 개발 및 공급업,3810,0,0.00,2026-09-16 08:41
099410,동방선기,코스닥,선박 및 보트 건조업,3185,0,0.00,2026-09-16 08:41
099430,바이오플러스,코스닥,기초 의약물질 제조업,3205,0,0.00,2026-09-16 08:41
099440,스맥,코스닥,특수 목적용 기계 제조업,4315,0,0.00,2026-09-16 08:41
099520,DGI,코스닥,영상 및 음향기기 제조업,1284,0,0.00,2026-09-16 08:41
099750,이지케어텍,코스닥,소프트웨어 개발 및 공급업,6830,0,0.00,2026-09-16 08:41
100030,인지소프트,코스닥,소프트웨어 개발 및 공급업,20450,0,0.00,2026-09-16 08:41
100090,SK오션플랜트,유가,1차 철강 제조업,12150,0,0.00,2026-09-16 08:41
100120,뷰웍스,코스닥,의료용 기기 제조업,24850,0,0.00,2026-09-16 08:41
100130,동국S&C,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",1366,0,0.00,2026-09-16 08:41
100220,비상교육,유가,"서적, 잡지 및 기타 인쇄물 출판업",5130,0,0.00,2026-09-16 08:41
100250,진양홀딩스,유가,플라스틱제품 제조업,3110,0,0.00,2026-09-16 08:41
100590,머큐리,코스닥,통신 및 방송 장비 제조업,4520,0,0.00,2026-09-16 08:41
100660,서암기계공업,코스닥,일반 목적용 기계 제조업,3070,0,0.00,2026-09-16 08:41
100700,세운메디칼,코스닥,의료용품 및 기타 의약 관련제품 제조업,2435,0,0.00,2026-09-16 08:41
100790,미래에셋벤처투자,코스닥,기타 금융업,16020,0,0.00,2026-09-16 08:41
100840,SNT에너지,유가,일반 목적용 기계 제조업,36600,0,0.00,2026-09-16 08:41
101000,KS인더스트리,코스닥,특수 목적용 기계 제조업,2065,0,0.00,2026-09-16 08:41
101140,인바이오젠,유가,기계장비 및 관련 물품 도매업,4990,0,0.00,2026-09-16 08:41
101160,월덱스,코스닥,전자부품 제조업,29950,0,0.00,2026-09-16 08:41
101170,우림피티에스,코스닥,일반 목적용 기계 제조업,8510,0,0.00,2026-09-16 08:41
101240,씨큐브,코스닥,기초 화학물질 제조업,3425,0,0.00,2026-09-16 08:41
101330,모베이스,코스닥,통신 및 방송 장비 제조업,3520,0,0.00,2026-09-16 08:41
101360,에코앤드림,코스닥,일차전지 및 이차전지 제조업,7830,0,0.00,2026-09-16 08:41
101400,엔시트론,코스닥,반도체 제조업,1640,0,0.00,2026-09-16 08:41
101490,에스앤에스텍,코스닥,전자부품 제조업,39600,0,0.00,2026-09-16 08:41
101530,해태제과식품,유가,기타 식품 제조업,5540,0,0.00,2026-09-16 08:41
101670,하이드로리튬,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",490,0,0.00,2026-09-16 08:41
101680,한국정밀기계,코스닥,특수 목적용 기계 제조업,3010,0,0.00,2026-09-16 08:41
101730,위메이드맥스,코스닥,소프트웨어 개발 및 공급업,5000,0,0.00,2026-09-16 08:41
101930,인화정공,코스닥,선박 및 보트 건조업,6410,0,0.00,2026-09-16 08:41
101970,우양에이치씨,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",9700,0,0.00,2026-09-16 08:41
102120,어보브반도체,코스닥,반도체 제조업,6780,0,0.00,2026-09-16 08:41
102260,동성케미컬,유가,합성고무 및 플라스틱 물질 제조업,3680,0,0.00,2026-09-16 08:41
102370,케이옥션,코스닥,상품 중개업,2995,0,0.00,2026-09-16 08:41
102460,이연제약,유가,의약품 제조업,9960,0,0.00,2026-09-16 08:41
102710,이엔에프테크놀로지,코스닥,기타 화학제품 제조업,40150,0,0.00,2026-09-16 08:41
102940,코오롱생명과학,코스닥,기초 의약물질 제조업,14040,0,0.00,2026-09-16 08:41
102950,아하,코넥스,전자부품 제조업,1869,0,0.00,2026-09-16 08:41
103140,풍산,유가,1차 비철금속 제조업,76100,0,0.00,2026-09-16 08:41
103230,에스앤더블류,코스닥,일반 목적용 기계 제조업,2320,0,0.00,2026-09-16 08:41
103590,일진전기,유가,절연선 및 케이블 제조업,68400,0,0.00,2026-09-16 08:41
103660,씨앗,코넥스,기타 화학제품 제조업,1500,0,0.00,2026-09-16 08:41
103840,우양,코스닥,"과실, 채소 가공 및 저장 처리업",1604,0,0.00,2026-09-16 08:41
104040,디에스엠,코스닥,자동차 신품 부품 제조업,2380,0,0.00,2026-09-16 08:41
104200,NHN벅스,코스닥,기타 정보 서비스업,2390,0,0.00,2026-09-16 08:41
104460,디와이피엔에프,코스닥,일반 목적용 기계 제조업,6860,0,0.00,2026-09-16 08:41
104480,티케이케미칼,코스닥,화학섬유 제조업,1710,0,0.00,2026-09-16 08:41
104540,코렌텍,코스닥,의료용 기기 제조업,3985,0,0.00,2026-09-16 08:41
104620,노랑풍선,코스닥,여행사 및 기타 여행보조 서비스업,3360,0,0.00,2026-09-16 08:41
104700,한국철강,유가,1차 철강 제조업,9510,0,0.00,2026-09-16 08:41
104830,원익머트리얼즈,코스닥,기초 화학물질 제조업,30650,0,0.00,2026-09-16 08:41
105330,케이엔더블유,코스닥,자동차 신품 부품 제조업,7940,0,0.00,2026-09-16 08:41
105550,엣지파운드리,코스닥,전자부품 제조업,1733,0,0.00,2026-09-16 08:41
105560,KB금융,유가,기타 금융업,175800,0,0.00,2026-09-16 08:41
105630,한세실업,유가,봉제의복 제조업,8990,0,0.00,2026-09-16 08:41
105740,디케이락,코스닥,일반 목적용 기계 제조업,7760,0,0.00,2026-09-16 08:41
105760,포스뱅크,코스닥,일반 목적용 기계 제조업,4975,0,0.00,2026-09-16 08:41
105840,우진,유가,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",14740,0,0.00,2026-09-16 08:41
106080,케이이엠텍,코스닥,전자부품 제조업,1650,0,0.00,2026-09-16 08:41
106190,하이텍팜,코스닥,기초 의약물질 제조업,10350,0,0.00,2026-09-16 08:41
106240,파인테크닉스,코스닥,전구 및 조명장치 제조업,1098,0,0.00,2026-09-16 08:41
107590,미원홀딩스,유가,기타 금융업,61200,0,0.00,2026-09-16 08:41
107600,새빗켐,코스닥,기타 화학제품 제조업,14040,0,0.00,2026-09-16 08:41
107640,한중엔시에스,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",41900,0,0.00,2026-09-16 08:41
108230,톱텍,코스닥,특수 목적용 기계 제조업,3195,0,0.00,2026-09-16 08:41
108320,LX세미콘,유가,반도체 제조업,35050,0,0.00,2026-09-16 08:41
108380,대양전기공업,코스닥,선박 및 보트 건조업,18370,0,0.00,2026-09-16 08:41
108490,로보티즈,코스닥,특수 목적용 기계 제조업,324500,0,0.00,2026-09-16 08:41
108670,LX하우시스,유가,플라스틱제품 제조업,33650,0,0.00,2026-09-16 08:41
108675,LX하우시스우,유가,플라스틱제품 제조업,18390,0,0.00,2026-09-16 08:41
108860,셀바스AI,코스닥,소프트웨어 개발 및 공급업,8830,0,0.00,2026-09-16 08:41
109070,주성코퍼레이션,유가,통신 및 방송 장비 제조업,1550,0,0.00,2026-09-16 08:41
109080,옵티시스,코스닥,통신 및 방송 장비 제조업,8870,0,0.00,2026-09-16 08:41
109610,에스와이,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업",1900,0,0.00,2026-09-16 08:41
109670,씨싸이트,코스닥,봉제의복 제조업,5900,0,0.00,2026-09-16 08:41
109740,디에스케이,코스닥,특수 목적용 기계 제조업,4310,0,0.00,2026-09-16 08:41
109820,진매트릭스,코스닥,자연과학 및 공학 연구개발업,1609,0,0.00,2026-09-16 08:41
109860,동일금속,코스닥,금속 주조업,7510,0,0.00,2026-09-16 08:41
109960,앱토크롬,코스닥,기타 전문 도매업,1826,0,0.00,2026-09-16 08:41
110020,전진바이오팜,코스닥,기타 화학제품 제조업,2045,0,0.00,2026-09-16 08:41
110790,크리스에프앤씨,코스닥,봉제의복 제조업,2980,0,0.00,2026-09-16 08:41
110990,디아이티,코스닥,특수 목적용 기계 제조업,15470,0,0.00,2026-09-16 08:41
111110,호전실업,유가,봉제의복 제조업,6370,0,0.00,2026-09-16 08:41
111380,동인기연,유가,"가죽, 가방 및 유사제품 제조업",12830,0,0.00,2026-09-16 08:41
111710,남화산업,코스닥,스포츠 서비스업,3150,0,0.00,2026-09-16 08:41
111770,영원무역,유가,상품 종합 도매업,71900,0,0.00,2026-09-16 08:41
112040,위메이드,코스닥,소프트웨어 개발 및 공급업,15900,0,0.00,2026-09-16 08:41
112190,KC산업,코넥스,토목 건설업,1192,0,0.00,2026-09-16 08:41
112290,와이씨켐,코스닥,기타 화학제품 제조업,9680,0,0.00,2026-09-16 08:41
112610,씨에스윈드,유가,"구조용 금속제품, 탱크 및 증기발생기 제조업",53000,0,0.00,2026-09-16 08:41
113810,디젠스,코스닥,자동차 신품 부품 제조업,3000,0,0.00,2026-09-16 08:41
114090,GKL,유가,유원지 및 기타 오락관련 서비스업,9190,0,0.00,2026-09-16 08:41
114190,강원에너지,코스닥,기타 전기장비 제조업,8710,0,0.00,2026-09-16 08:41
114450,그린생명과학,코스닥,기초 의약물질 제조업,2240,0,0.00,2026-09-16 08:41
114630,폴라리스우노,코스닥,화학섬유 제조업,1707,0,0.00,2026-09-16 08:41
114810,한솔아이원스,코스닥,특수 목적용 기계 제조업,12080,0,0.00,2026-09-16 08:41
114840,아이패밀리에스씨,코스닥,기타 화학제품 제조업,8400,0,0.00,2026-09-16 08:41
114920,대주이엔티,코넥스,1차 철강 제조업,2490,0,0.00,2026-09-16 08:41
115160,휴맥스,코스닥,기계장비 및 관련 물품 도매업,5680,0,0.00,2026-09-16 08:41
115180,큐리언트,코스닥,자연과학 및 공학 연구개발업,21850,0,0.00,2026-09-16 08:41
115310,인포바인,코스닥,전기 통신업,9500,0,0.00,2026-09-16 08:41
115440,우리넷,코스닥,통신 및 방송 장비 제조업,8710,0,0.00,2026-09-16 08:41
115450,HLB테라퓨틱스,코스닥,기타 전문 도매업,1996,0,0.00,2026-09-16 08:41
115480,씨유메디칼,코스닥,의료용 기기 제조업,2370,0,0.00,2026-09-16 08:41
115500,케이씨에스,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",10620,0,0.00,2026-09-16 08:41
115530,씨엔플러스,코스닥,전자부품 제조업,2505,0,0.00,2026-09-16 08:41
115570,스타플렉스,코스닥,플라스틱제품 제조업,2710,0,0.00,2026-09-16 08:41
115610,이미지스,코스닥,반도체 제조업,1630,0,0.00,2026-09-16 08:41
116100,태양기계,코넥스,자동차 신품 부품 제조업,533,0,0.00,2026-09-16 08:41
117580,대성에너지,유가,연료용 가스 제조 및 배관공급업,7230,0,0.00,2026-09-16 08:41
117670,알파칩스,코스닥,반도체 제조업,10980,0,0.00,2026-09-16 08:41
117730,티로보틱스,코스닥,특수 목적용 기계 제조업,12700,0,0.00,2026-09-16 08:41
118000,메타케어,유가,기계장비 및 관련 물품 도매업,1284,0,0.00,2026-09-16 08:41
118990,모트렉스,코스닥,자동차 신품 부품 제조업,6600,0,0.00,2026-09-16 08:41
119500,포메탈,코스닥,기타 금속 가공제품 제조업,2390,0,0.00,2026-09-16 08:41
119610,인터로조,코스닥,의료용 기기 제조업,14400,0,0.00,2026-09-16 08:41
119650,KC코트렐,유가,일반 목적용 기계 제조업,918,0,0.00,2026-09-16 08:41
119830,아이텍,코스닥,"그외 기타 전문, 과학 및 기술 서비스업",5940,0,0.00,2026-09-16 08:41
119850,지엔씨에너지,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",48450,0,0.00,2026-09-16 08:41
120030,조선선재,유가,기타 금속 가공제품 제조업,84100,0,0.00,2026-09-16 08:41
120110,코오롱인더,유가,화학섬유 제조업,53700,0,0.00,2026-09-16 08:41
120115,코오롱인더우,유가,화학섬유 제조업,25350,0,0.00,2026-09-16 08:41
120240,대정화금,코스닥,기초 화학물질 제조업,14720,0,0.00,2026-09-16 08:41
121060,유니포인트,코넥스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",805,0,0.00,2026-09-16 08:41
121440,골프존홀딩스,코스닥,상품 중개업,7850,0,0.00,2026-09-16 08:41
121600,나노신소재,코스닥,기타 화학제품 제조업,50800,0,0.00,2026-09-16 08:41
121800,비덴트,코스닥,통신 및 방송 장비 제조업,3320,0,0.00,2026-09-16 08:41
121890,에스디시스템,코스닥,전자부품 제조업,2695,0,0.00,2026-09-16 08:41
122310,제노레이,코스닥,의료용 기기 제조업,3360,0,0.00,2026-09-16 08:41
122350,삼기,코스닥,자동차 신품 부품 제조업,1695,0,0.00,2026-09-16 08:41
122450,KX,코스닥,텔레비전 방송업,2660,0,0.00,2026-09-16 08:41
122640,예스티,코스닥,특수 목적용 기계 제조업,28350,0,0.00,2026-09-16 08:41
122690,서진오토모티브,코스닥,자동차 신품 부품 제조업,1621,0,0.00,2026-09-16 08:41
122830,원포유,코넥스,소프트웨어 개발 및 공급업,1292,0,0.00,2026-09-16 08:41
122870,와이지엔터테인먼트,코스닥,오디오물 출판 및 원판 녹음업,44600,0,0.00,2026-09-16 08:41
122900,아이마켓코리아,유가,상품 종합 도매업,8150,0,0.00,2026-09-16 08:41
122990,와이솔,코스닥,전자부품 제조업,6750,0,0.00,2026-09-16 08:41
123010,MSDI,코스닥,전자부품 제조업,2845,0,0.00,2026-09-16 08:41
123040,엠에스오토텍,코스닥,자동차 신품 부품 제조업,1675,0,0.00,2026-09-16 08:41
123330,제닉,코스닥,기타 화학제품 제조업,24550,0,0.00,2026-09-16 08:41
123410,코리아에프티,코스닥,자동차 신품 부품 제조업,5720,0,0.00,2026-09-16 08:41
123420,위메이드플레이,코스닥,소프트웨어 개발 및 공급업,6580,0,0.00,2026-09-16 08:41
123570,이엠넷,코스닥,광고업,1650,0,0.00,2026-09-16 08:41
123690,한국화장품,유가,생활용품 도매업,6480,0,0.00,2026-09-16 08:41
123700,SJM,유가,자동차 신품 부품 제조업,3390,0,0.00,2026-09-16 08:41
123750,알톤,코스닥,그외 기타 운송장비 제조업,1730,0,0.00,2026-09-16 08:41
123840,뉴온,코스닥,기타 식품 제조업,1647,0,0.00,2026-09-16 08:41
123860,아나패스,코스닥,반도체 제조업,13550,0,0.00,2026-09-16 08:41
123890,한국자산신탁,유가,신탁업 및 집합투자업,2490,0,0.00,2026-09-16 08:41
124500,아이티센글로벌,코스닥,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",30500,0,0.00,2026-09-16 08:41
124560,태웅로직스,코스닥,기타 운송관련 서비스업,1998,0,0.00,2026-09-16 08:41
125020,티씨머티리얼즈,코스닥,절연선 및 케이블 제조업,5780,0,0.00,2026-09-16 08:41
125210,아모그린텍,코스닥,전자부품 제조업,5580,0,0.00,2026-09-16 08:41
125490,한라캐스트,코스닥,자동차 신품 부품 제조업,11320,0,0.00,2026-09-16 08:41
126340,비나텍,코스닥,일차전지 및 이차전지 제조업,65200,0,0.00,2026-09-16 08:41
126560,현대퓨처넷,유가,전기 통신업,3360,0,0.00,2026-09-16 08:41
126600,BGF에코머티리얼즈,코스닥,합성고무 및 플라스틱 물질 제조업,3025,0,0.00,2026-09-16 08:41
126640,화신정공,코스닥,자동차 신품 부품 제조업,3705,0,0.00,2026-09-16 08:41
126700,하이비젼시스템,코스닥,사진장비 및 광학기기 제조업,10800,0,0.00,2026-09-16 08:41
126720,수산인더스트리,유가,전기 및 통신 공사업,21600,0,0.00,2026-09-16 08:41
126730,코칩,코스닥,전자부품 제조업,21550,0,0.00,2026-09-16 08:41
126880,제이엔케이글로벌,코스닥,일반 목적용 기계 제조업,2460,0,0.00,2026-09-16 08:41
127120,제이에스링크,코스닥,자연과학 및 공학 연구개발업,30300,0,0.00,2026-09-16 08:41
127710,아시아경제,코스닥,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",1059,0,0.00,2026-09-16 08:41
127980,화인써키트,코스닥,전자부품 제조업,2655,0,0.00,2026-09-16 08:41
128540,에코캡,코스닥,자동차 신품 부품 제조업,1070,0,0.00,2026-09-16 08:41
128660,피제이메탈,코스닥,1차 비철금속 제조업,2900,0,0.00,2026-09-16 08:41
128820,대성산업,유가,연료 소매업,4180,0,0.00,2026-09-16 08:41
128940,한미약품,유가,의약품 제조업,496500,0,0.00,2026-09-16 08:41
129260,인터지스,유가,도로 화물 운송업,1904,0,0.00,2026-09-16 08:41
129890,앱코,코스닥,컴퓨터 및 주변장치 제조업,954,0,0.00,2026-09-16 08:41
129920,대성하이텍,코스닥,특수 목적용 기계 제조업,4920,0,0.00,2026-09-16 08:41
130500,GH신소재,코스닥,기타 섬유제품 제조업,1849,0,0.00,2026-09-16 08:41
130580,나이스디앤비,코스닥,기타 사업지원 서비스업,6450,0,0.00,2026-09-16 08:41
130660,한전산업,유가,"건축기술, 엔지니어링 및 관련 기술 서비스업",13000,0,0.00,2026-09-16 08:41
130740,티피씨글로벌,코스닥,자동차 신품 부품 제조업,1935,0,0.00,2026-09-16 08:41
131030,옵투스제약,코스닥,의약품 제조업,5690,0,0.00,2026-09-16 08:41
131090,시큐브,코스닥,소프트웨어 개발 및 공급업,4175,0,0.00,2026-09-16 08:41
131100,티엔엔터테인먼트,코스닥,"영화, 비디오물, 방송프로그램 제작 및 배급업",2500,0,0.00,2026-09-16 08:41
131180,딜리,코스닥,컴퓨터 및 주변장치 제조업,4205,0,0.00,2026-09-16 08:41
